decimalLongitude,decimalLatitude,eventDate,basisOfRecord,datasetName,occurrenceStatus,depth,source,species
129.8666666667,-4.5166666667,1975-01-29,PreservedSpecimen,NA,NA,2.5,OBIS,Entacmaea_quadricolor
-170.7286377,-14.35114956,2004-02-23,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,13.5,OBIS,Entacmaea_quadricolor
145.459,-14.6477,2018-11-08 00:11:00,HumanObservation,NA,present,NA,OBIS,Entacmaea_quadricolor
126.2773306,33.17315,2012-10-10,PreservedSpecimen,NA,present,NA,OBIS,Entacmaea_quadricolor
33.6100006104,28.2299995422,NA,HumanObservation,NA,NA,NA,OBIS,Entacmaea_quadricolor
122.1833,-18,1982-07-18T14:00:00Z,PreservedSpecimen,NA,present,NA,OBIS,Entacmaea_quadricolor
109.400001526,12.8199996948,NA,HumanObservation,NA,NA,4,OBIS,Entacmaea_quadricolor
153.380004883,-29.9200000763,NA,HumanObservation,NA,NA,13.5,OBIS,Entacmaea_quadricolor
32.5,29.8,NA,PreservedSpecimen,NA,present,NA,OBIS,Entacmaea_quadricolor
38.2900009155,21.5499992371,NA,HumanObservation,NA,NA,NA,OBIS,Entacmaea_quadricolor
142.2200012,-10.56999969,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Entacmaea_quadricolor
128.160003662,-3.70000004768,NA,HumanObservation,NA,NA,NA,OBIS,Entacmaea_quadricolor
145.567001343,-16.3829994202,NA,HumanObservation,NA,NA,NA,OBIS,Entacmaea_quadricolor
98.6769444444,7.6686111111,1964-12-02,PreservedSpecimen,NA,NA,4.57,OBIS,Entacmaea_quadricolor
153.6300049,-28.62999916,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Entacmaea_quadricolor
98.7799987793,7.73999977112,NA,HumanObservation,NA,NA,NA,OBIS,Entacmaea_quadricolor
58.49918,23.67974,2022-02-01,PreservedSpecimen,NA,NA,NA,OBIS,Entacmaea_quadricolor
145.5670013,-16.38299942,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Entacmaea_quadricolor
32.5,29.7999992371,NA,HumanObservation,NA,NA,NA,OBIS,Entacmaea_quadricolor
126.1252333,33.17336111,2016-09-24,PreservedSpecimen,NA,present,NA,OBIS,Entacmaea_quadricolor
157.0064585,-8.1907415,2006-08-11,HumanObservation,NA,present,NA,OBIS,Entacmaea_quadricolor
145.45399,-14.6465,2011-05-14 23:05:00,HumanObservation,NA,present,NA,OBIS,Entacmaea_quadricolor
162.240005493,11.6400003433,NA,HumanObservation,NA,NA,NA,OBIS,Entacmaea_quadricolor
166.899993896,-11.6000003815,NA,HumanObservation,NA,NA,NA,OBIS,Entacmaea_quadricolor
132.9833333333,-5.65,1977-10-22,PreservedSpecimen,NA,NA,2,OBIS,Entacmaea_quadricolor
145.446,-14.6644,2011-05-14 23:05:00,HumanObservation,NA,present,NA,OBIS,Entacmaea_quadricolor
134.5,-6.19999980927,NA,HumanObservation,NA,NA,NA,OBIS,Entacmaea_quadricolor
127.949996948,26.6499996185,NA,HumanObservation,NA,NA,140,OBIS,Entacmaea_quadricolor
