decimalLongitude,decimalLatitude,eventDate,basisOfRecord,datasetName,occurrenceStatus,depth,source,species
145.839996338,-5.17999982834,NA,HumanObservation,NA,NA,12,OBIS,Heteractis_magnifica
101.239997864,10.8000001907,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
145.850006104,-5.19000005722,NA,HumanObservation,NA,NA,7.5,OBIS,Heteractis_magnifica
134.5,-6.199999809,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_magnifica
101.099998474,3.5,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
132.6999969,-5.699999809,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_magnifica
-176.4799957,0.189999998,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_magnifica
53.6199989319,-5.71999979019,NA,HumanObservation,NA,NA,15,OBIS,Heteractis_magnifica
109.400001526,12.8199996948,NA,HumanObservation,NA,NA,15,OBIS,Heteractis_magnifica
98.8600006104,8.27999973297,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
144.869995117,-4.17999982834,NA,HumanObservation,NA,NA,15,OBIS,Heteractis_magnifica
146.199996948,-4.82000017166,NA,HumanObservation,NA,NA,15,OBIS,Heteractis_magnifica
166.8999939,-11.600000380000001,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,1.5,OBIS,Heteractis_magnifica
166.899993896,-11.6000003815,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
55.4700012207,-4.67000007629,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
144.75,13.470000267,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
103.199996948,4.09999990463,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
145.8099976,-5.139999866,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_magnifica
102.099998474,-0.5,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
145.5,-14.63000011,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_magnifica
73.0999984741,4,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
93,10,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
145.45,-14.6629,2016-08-17 23:08:00,HumanObservation,NA,present,NA,OBIS,Heteractis_magnifica
128.1600037,-3.700000048,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_magnifica
134.5,-6.19999980927,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
-169.474914551,-14.2625703812,2004-02-04T12:00:00Z,HumanObservation,NA,NA,13.5,OBIS,Heteractis_magnifica
145.44299,-14.6675,2008-04-14 23:04:00,HumanObservation,NA,present,NA,OBIS,Heteractis_magnifica
104.169998169,2.77999997139,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
145.679992676,-15.529999733,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
46.2419395447,-9.375,1964-12-04T12:00:00Z,PreservedSpecimen,NA,NA,3,OBIS,Heteractis_magnifica
55.4500007629,-4.61999988556,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_magnifica
