decimalLongitude,decimalLatitude,eventDate,basisOfRecord,datasetName,occurrenceStatus,depth,source,species
153.1000061,-30.82999992,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_crispa
119.300003052,-5.5,NA,HumanObservation,NA,NA,13.5,OBIS,Heteractis_crispa
127.949996948,26.6499996185,NA,HumanObservation,NA,NA,120,OBIS,Heteractis_crispa
-144.9400024,-16.10000038,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,1.5,OBIS,Heteractis_crispa
120.84127,13.65083,2014-05-04,PreservedSpecimen,NA,NA,NA,OBIS,Heteractis_crispa
128,-3,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
55.6666679382,-4.58277797699,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
145.208724976,20.0134792328,2007-06-01T12:00:00Z,HumanObservation,NA,NA,13,OBIS,Heteractis_crispa
95,10,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
52.7299995422,-7.07999992371,NA,HumanObservation,NA,NA,12.5,OBIS,Heteractis_crispa
152.1300049,-4.170000076,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_crispa
153.1799927,-26.62999916,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_crispa
151.899993896,-23.4300003052,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
145.787948608,18.1683197021,2007-06-05T12:00:00Z,HumanObservation,NA,NA,12,OBIS,Heteractis_crispa
166.4100037,-22.299999239999998,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_crispa
109.400001526,12.8199996948,NA,HumanObservation,NA,NA,7.5,OBIS,Heteractis_crispa
41.3852,16.9789,2014-10-24,PreservedSpecimen,NA,NA,NA,OBIS,Heteractis_crispa
127.9447313,26.5974838,2007-07-31,HumanObservation,Image collection in the Coral Reef Network WEB System: A snapshot of the fauna and flora around the coral reefs of the Ryukyu Islands from 2002 to 2013,Present,5,OBIS,Heteractis_crispa
129.5,-3.09999990463,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
153.399993896,-27.1800003052,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
58.73971,23.52733,2020-01-17,PreservedSpecimen,NA,NA,NA,OBIS,Heteractis_crispa
48.2466697693,-13.4772195816,1964-01-21T12:00:00Z,PreservedSpecimen,NA,NA,2,OBIS,Heteractis_crispa
105.6167,-10.4833,NA,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_crispa
128.160003662,-3.70000004768,NA,HumanObservation,NA,NA,1.5,OBIS,Heteractis_crispa
145.789993286,-5.23000001907,NA,HumanObservation,NA,NA,15,OBIS,Heteractis_crispa
144.75,13.470000267,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
153.3999939,-27.18000031,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_crispa
153.179992676,-26.6299991608,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
34.2999992371,27.75,1834-07-02T12:00:00Z,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
106.830001831,-6.07999992371,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
55.3699989319,-5.82000017166,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
153.630004883,-28.2999992371,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
129.839996338,-4.53000020981,NA,HumanObservation,NA,NA,NA,OBIS,Heteractis_crispa
145.6799927,-15.52999973,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_crispa
128.1600037,-3.700000048,NA,HumanObservation,South Pacific Regional Fisheries Management Organisation Vulnerable Marine Ecosystem dataset,present,NA,OBIS,Heteractis_crispa
144.070007324,-9.92000007629,NA,HumanObservation,NA,NA,1,OBIS,Heteractis_crispa
145.466,-14.6924,2007-11-01 00:11:00,PreservedSpecimen,NA,present,NA,OBIS,Heteractis_crispa
