decimalLongitude,decimalLatitude,eventDate,basisOfRecord,datasetName,occurrenceStatus,depth,source,species
72.95,2.8666668,1853,HumanObservation,NA,present,NA,OBIS,Amphiprion_sebae
106.98500061,10.1450004578,NA,HumanObservation,NA,NA,NA,OBIS,Amphiprion_sebae
120.478996277,14.2460002899,NA,HumanObservation,NA,NA,NA,OBIS,Amphiprion_sebae
106.9850006,10.14500046,2006-01-17,PreservedSpecimen,Ocean Genome Legacy Collection,present,NA,OBIS,Amphiprion_sebae
78.3192,8.6626,2007/2008,HumanObservation,NA,present,5,OBIS,Amphiprion_sebae
106.836998,-6.078999996,2006-01-17,PreservedSpecimen,Ocean Genome Legacy Collection,present,NA,OBIS,Amphiprion_sebae
59.5972222222,22.5666666667,1981-11-13T12:00:00Z,HumanObservation,NA,NA,NA,OBIS,Amphiprion_sebae
72.0986,16.4806,2019-12-24/2019-12-27,HumanObservation,NA,present,24,OBIS,Amphiprion_sebae
106.8294,-6.17444,NA,preservedspecimen,NA,NA,NA,OBIS,Amphiprion_sebae
132.5,-7.5,NA,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_sebae
79.31,9.28,1998/2002,HumanObservation,NA,present,NA,OBIS,Amphiprion_sebae
106.3322,-6.329722,1853,HumanObservation,NA,present,NA,OBIS,Amphiprion_sebae
106.836997986,-6.07899999619,NA,HumanObservation,NA,NA,NA,OBIS,Amphiprion_sebae
119.880261437599,8.90034993218769,NA,HumanObservation,NA,present,NA,OBIS,Amphiprion_sebae
78.8867,8.9532,2002/2011,HumanObservation,NA,present,NA,OBIS,Amphiprion_sebae
93,10,1853-07-02T12:00:00Z,HumanObservation,NA,NA,NA,OBIS,Amphiprion_sebae
106.332199097,-6.32972192764,1853-07-02T12:00:00Z,HumanObservation,NA,NA,NA,OBIS,Amphiprion_sebae
128.375,-3.533333333333333,1992-11-27,PreservedSpecimen,Fish collection of National Museum of Nature and Science,Present,10,OBIS,Amphiprion_sebae
72.9499969482,2.86666679382,1853-07-02T12:00:00Z,HumanObservation,NA,NA,NA,OBIS,Amphiprion_sebae
95.272086,5.854788,2024-09-28T21:03,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_sebae
98.807283,7.963957,2023-03-23T02:24:54,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_sebae
78.375116,9.07069,2023-09-20T04:45:42,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_sebae
78.368722,9.073686,2023-09-20T05:07:09,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_sebae
58.499229,23.643738,2022-01-19T23:51:23,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_sebae
