decimalLongitude,decimalLatitude,eventDate,basisOfRecord,datasetName,occurrenceStatus,depth,source,species
57.583332,-20.299999,NA,PreservedSpecimen,NA,present,NA,OBIS,Amphiprion_chrysogaster
57.333332,-20.200001,NA,PreservedSpecimen,NA,present,57.5,OBIS,Amphiprion_chrysogaster
57.3444442749,-20.3611106873,1995-05-12T12:00:00Z,PreservedSpecimen,NA,NA,35,OBIS,Amphiprion_chrysogaster
55.53,-21.26,2004,HumanObservation,NA,present,152.5,OBIS,Amphiprion_chrysogaster
63.420277,-19.678333,1830,HumanObservation,NA,present,NA,OBIS,Amphiprion_chrysogaster
55,-20,NA,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_chrysogaster
57.3575,-20.380833,1830,HumanObservation,NA,present,NA,OBIS,Amphiprion_chrysogaster
55.230556488,-20.615278244,NA,HumanObservation,NA,NA,NA,OBIS,Amphiprion_chrysogaster
55.230556,-20.615278,1830,HumanObservation,NA,present,NA,OBIS,Amphiprion_chrysogaster
62.075833,-11.576,2009-10-29,PreservedSpecimen,NA,present,46.5,OBIS,Amphiprion_chrysogaster
63.4202766418,-19.6783332825,NA,HumanObservation,NA,NA,NA,OBIS,Amphiprion_chrysogaster
57.3574981689,-20.3808326721,NA,HumanObservation,NA,NA,NA,OBIS,Amphiprion_chrysogaster
59.323333,-16.7445,2008-10-16,PreservedSpecimen,NA,present,52.5,OBIS,Amphiprion_chrysogaster
51.2000007629,-10.1000003815,1964-12-06T12:00:00Z,PreservedSpecimen,NA,NA,NA,OBIS,Amphiprion_chrysogaster
63.415833,-19.655,2001-09-29,PreservedSpecimen,NA,present,17,OBIS,Amphiprion_chrysogaster
55.22283,-21.023815,2025-05-16T09:55:09,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
57.620895,-19.944324,2025-06-16T09:23:45,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.223947,-21.024395,2025-07-05T15:24:18,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.224067,-21.025762,2025-08-31T10:05,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.215682,-21.036595,2025-08-01T09:55:48,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.216106,-21.036811,2025-10-17T15:24,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.217597,-21.032056999999998,2025-11-11T07:58:38,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.226052,-21.024649,2025-12-16T19:31,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.226631,-21.023767,2025-12-10T11:54:13,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.472329,-21.341237,2024-04-14T12:11:26,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
57.725585,-20.420234,2024-04-18T12:59,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.283386,-21.182466,2024-07-26T14:27,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
57.603205,-19.972292,2023-01-10T10:25,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.28422,-21.16965,2023-01-07,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.22477,-21.02551,2023-01-01,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.54756,-21.369933,2023-02-25T14:12,HUMAN_OBSERVATION,iNaturalist research-grade observations,PRESENT,NA,GBIF,Amphiprion_chrysogaster
55.28437,-21.18418,2023-02-26,HUMAN_OBSERVATION,NA,PRESENT,NA,GBIF,Amphiprion_chrysogaster
